Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
2378;66796;2015-12-07;2015-12-19;2017-10-12;214
2379;62765;2013-06-17;2013-07-26;2018-01-31;245
2380;63463;2015-06-30;2015-08-16;2015-09-25;170
2381;63962;2014-09-22;2014-11-01;2014-11-21;235
2382;65609;2017-07-19;2017-07-31;2018-03-30;178
2383;61102;2014-04-05;2014-04-13;2014-05-03;260
2384;63580;2016-08-31;2016-09-20;2016-10-10;209
2385;67075;2017-06-29;2017-07-08;2018-04-05;213
2386;60739;2015-05-26;2015-06-14;2016-11-09;136
2387;67163;2017-10-21;2017-10-27;2018-03-18;122
2388;69034;2017-01-06;2017-01-26;2017-03-07;195
2389;65235;2018-08-01;2018-08-08;2018-12-13;187
2390;64584;2015-11-16;2015-12-01;2018-06-15;164
2391;61669;2014-01-31;2014-02-12;2014-03-24;156
2392;62664;2017-07-19;2017-07-28;2017-08-17;229
2393;67880;2014-08-18;2014-08-31;2014-09-10;161
2394;62435;2014-05-10;2014-05-15;2014-06-24;253
2395;64182;2015-06-05;2015-06-09;2015-07-09;181
2396;61012;2013-11-06;2013-11-14;2015-05-05;205
2397;65323;2014-04-15;2014-05-04;2014-05-14;104
2398;63709;2014-07-19;2014-07-22;2017-06-14;199
2399;65888;2017-08-20;2017-09-02;2017-09-12;184
2400;63331;2013-05-10;2013-05-19;2015-01-22;204
2401;63287;2015-07-02;2015-07-18;2015-08-27;160
2402;61483;2017-08-20;2017-09-01;2017-09-21;197
2403;60556;2016-07-09;2016-07-15;2016-08-24;152
2404;60566;2013-04-05;2013-05-19;2013-06-08;241
2405;67589;2017-11-26;2017-11-29;2018-10-22;143
2406;66194;2013-08-28;2013-09-10;2014-09-19;160
2407;61406;2013-10-03;2013-10-09;2015-10-17;299
2408;63844;2018-09-24;2018-10-12;2018-11-01;281
2409;62913;2015-01-10;2015-01-18;2015-01-28;218
2410;65681;2017-08-08;2017-08-16;2018-09-15;168
2411;64416;2015-06-06;2015-06-23;2015-07-13;181
2412;60839;2013-12-11;2013-12-20;2013-12-30;193
2413;63147;2017-02-28;2017-03-11;2017-03-31;196
2414;60022;2015-01-15;2015-02-22;2017-06-26;175
2415;64320;2015-09-25;2015-10-13;2015-11-02;215
2416;66894;2013-10-19;2013-10-23;2013-11-22;267
2417;69495;2017-03-26;2017-04-11;2017-04-21;168
2418;69170;2018-01-21;2018-01-26;2018-08-15;204
2419;66456;2018-08-14;2018-08-29;2018-09-08;240
2420;65624;2014-05-24;2014-06-10;2017-07-09;235
2421;63535;2016-03-24;2016-04-01;2016-05-11;225
2422;61034;2016-09-18;2016-10-29;2017-04-20;176
2423;65980;2013-08-06;2013-09-17;2017-11-17;146
2424;69593;2016-10-24;2016-12-08;2017-01-07;205
2425;61509;2018-04-19;2018-05-09;2018-07-25;172
2426;60770;2018-07-10;2018-07-14;2018-08-13;231
2427;68871;2017-10-12;2017-11-26;2018-01-05;151
2428;60566;2015-04-16;2015-05-01;2015-05-11;152
2429;64486;2013-05-25;2013-07-07;2018-12-28;263
2430;62682;2018-05-13;2018-05-25;2018-06-04;95
2431;62982;2014-04-24;2014-05-07;2018-11-27;251
2432;69703;2018-06-13;2018-06-22;2018-07-12;195
2433;69572;2016-02-12;2016-02-24;2016-04-04;219
2434;60530;2014-06-26;2014-07-15;2014-08-04;174
2435;60490;2018-04-24;2018-05-05;2018-07-07;114
2436;60833;2018-04-23;2018-05-02;2018-06-01;216
2437;63056;2017-05-19;2017-06-02;2017-09-11;151
2438;64975;2015-08-06;2015-08-18;2015-09-07;202
2439;67806;2015-05-25;2015-05-31;2017-10-16;257
2440;61735;2016-01-01;2016-01-21;2017-02-06;203
2441;64009;2018-05-06;2018-05-12;2018-09-14;162
2442;60179;2013-09-07;2013-09-10;2014-12-30;162
2443;67894;2015-06-12;2015-06-25;2015-09-28;134
2444;69681;2018-09-09;2018-09-21;2018-10-21;185
2445;64429;2016-09-15;2016-09-23;2016-10-13;262
2446;62082;2014-08-18;2014-08-22;2014-09-21;245
2447;60646;2014-06-20;2014-07-10;2018-03-28;100
2448;61196;2018-09-29;2018-10-18;2018-11-17;152
2449;65855;2018-03-17;2018-03-20;2018-04-09;192
2450;60695;2016-02-20;2016-03-08;2016-04-17;218
2451;66907;2013-02-13;2013-02-24;2013-03-26;147
2452;67938;2015-01-28;2015-02-06;2015-03-08;196
2453;61244;2013-08-17;2013-08-22;2013-09-11;186
2454;64715;2014-02-12;2014-02-15;2017-04-25;138
2455;67255;2017-06-24;2017-08-09;2017-09-18;187
2456;63552;2018-03-12;2018-03-23;2018-05-02;113
2457;64247;2016-08-01;2016-08-14;2018-04-08;172
2458;63080;2016-07-22;2016-08-06;2016-08-26;171
2459;60407;2018-10-07;2018-10-11;2018-11-10;161
2460;63755;2013-06-23;2013-06-26;2013-07-16;240
2461;65188;2014-04-15;2014-05-01;2014-06-10;293
2462;66845;2017-08-21;2017-09-01;2017-10-01;178
2463;63259;2014-08-12;2014-08-26;2018-03-07;149
2464;66715;2018-02-20;2018-03-06;2018-04-05;103
2465;66756;2015-08-23;2015-09-04;2015-09-14;179
2466;68167;2015-07-29;2015-08-14;2015-09-13;181
2467;64320;2016-08-26;2016-08-30;2017-04-22;287
2468;66187;2014-02-20;2014-03-11;2017-06-12;159
2469;63031;2017-03-19;2017-04-06;2017-04-26;79
2470;60981;2014-06-08;2014-06-17;2014-07-07;224
2471;67858;2017-10-14;2017-11-22;2018-10-25;202
2472;60627;2013-12-18;2014-01-26;2018-08-08;97
2473;62406;2017-03-25;2017-04-08;2017-05-08;242
2474;62006;2014-05-12;2014-06-01;2014-06-11;187
2475;67454;2014-05-21;2014-06-23;2014-07-03;223
2476;67668;2016-03-22;2016-03-28;2016-04-27;138
2477;64042;2015-05-10;2015-05-18;2015-06-07;160
2478;60083;2013-11-21;2013-12-01;2015-09-30;150
2479;61550;2014-12-24;2014-12-29;2015-01-18;210
2480;64308;2016-12-25;2017-02-05;2017-02-25;210
2481;64565;2013-08-30;2013-10-09;2013-10-19;204
2482;65538;2014-11-23;2014-12-02;2016-07-31;94
2483;64943;2018-06-25;2018-07-11;2018-08-10;230
2484;68035;2015-09-22;2015-10-04;2015-10-14;158
2485;63584;2015-08-05;2015-08-08;2015-09-17;177
2486;67063;2016-10-16;2016-10-29;2016-12-08;165
2487;60391;2013-11-15;2013-12-02;2014-01-11;196
2488;65355;2017-07-24;2017-07-28;2018-11-09;204
2489;67490;2013-08-15;2013-09-29;2013-10-19;249
2490;61829;2016-03-03;2016-03-18;2018-02-16;242
2491;67047;2014-06-11;2014-06-26;2014-07-16;177
2492;64828;2017-02-23;2017-03-09;2017-03-19;154
2493;66968;2013-04-08;2013-05-23;2013-06-12;181
2494;67915;2016-12-02;2016-12-08;2016-12-28;176
2495;60382;2014-06-20;2014-07-10;2016-10-12;248
2496;62442;2015-05-09;2015-05-20;2018-01-07;176
2497;64329;2018-03-31;2018-04-08;2018-05-14;177
2498;68610;2014-02-21;2014-03-08;2017-06-01;174
2499;62568;2016-02-23;2016-03-04;2017-03-17;177
2500;60797;2017-10-25;2017-11-11;2017-12-01;213
2501;64263;2016-09-09;2016-09-29;2016-10-29;186
2502;66033;2016-08-09;2016-08-21;2016-09-20;237
2503;66503;2015-08-09;2015-08-14;2015-09-13;194
2504;65003;2016-05-18;2016-06-04;2016-10-02;203
2505;63259;2015-06-21;2015-06-26;2015-07-26;213
2506;65398;2018-03-19;2018-04-06;2018-04-26;225
2507;60965;2018-01-06;2018-01-26;2018-02-15;222
2508;60206;2017-03-17;2017-03-28;2018-05-30;155
2509;60527;2015-09-06;2015-09-13;2015-10-03;168
2510;67468;2017-09-11;2017-10-27;2017-11-26;221
2511;67512;2013-10-24;2013-10-30;2013-11-09;203
2512;69784;2015-09-17;2015-09-24;2015-10-14;178
2513;61172;2016-11-13;2016-11-23;2016-12-03;128
2514;65399;2015-04-12;2015-05-24;2015-06-13;148
2515;66505;2017-02-28;2017-03-14;2018-08-28;215
2516;68184;2013-08-08;2013-08-20;2016-02-13;160
2517;68427;2013-05-26;2013-06-10;2013-06-20;204
2518;60171;2016-09-03;2016-09-23;2016-10-23;186
2519;66058;2018-06-07;2018-06-24;2018-09-29;150
2520;65407;2013-09-01;2013-09-18;2015-05-22;152
2521;65543;2017-12-30;2018-01-02;2018-01-22;108
2522;68620;2018-05-23;2018-05-30;2018-06-29;152
2523;64993;2016-09-21;2016-10-28;2018-01-12;152
2524;63832;2014-01-04;2014-01-09;2014-02-18;223
2525;62990;2018-09-26;2018-10-05;2018-12-24;276
2526;66867;2016-04-30;2016-05-04;2016-05-21;148
2527;62988;2016-08-05;2016-08-14;2016-09-13;180
2528;66503;2015-04-03;2015-04-20;2015-05-30;206
2529;68795;2018-04-12;2018-04-19;2018-04-29;276
2530;65921;2015-06-05;2015-06-24;2015-07-24;143
2531;65743;2013-07-31;2013-08-17;2013-08-27;267
2532;65261;2013-07-11;2013-07-29;2013-08-18;185
2533;64243;2013-06-18;2013-06-23;2013-07-23;253
2534;60839;2017-05-31;2017-06-05;2018-11-10;164
2535;60944;2015-06-13;2015-07-02;2015-07-12;197
2536;66242;2015-05-16;2015-05-26;2018-12-18;273
2537;64559;2016-08-10;2016-08-27;2018-04-19;210
2538;62765;2016-06-26;2016-07-01;2016-07-21;246
2539;61888;2015-05-17;2015-05-23;2018-09-11;253
2540;67590;2017-10-27;2017-11-03;2017-12-13;184
2541;62333;2015-12-21;2016-01-04;2016-01-14;238
2542;67162;2014-12-28;2015-01-04;2015-02-03;175
2543;65933;2014-10-16;2014-10-30;2015-07-04;193
2544;69152;2017-03-13;2017-04-28;2017-05-28;234
2545;61090;2015-08-10;2015-09-17;2015-10-17;161
2546;60425;2014-08-17;2014-08-25;2014-11-04;239
2547;61241;2014-03-24;2014-04-01;2015-07-19;144
2548;67375;2013-03-19;2013-03-28;2017-09-28;220
2549;64557;2013-06-13;2013-06-25;2014-11-23;175
2550;61681;2014-11-11;2014-11-30;2014-12-30;200
2551;60969;2017-04-26;2017-06-12;2017-07-12;164
2552;66060;2018-05-17;2018-05-22;2018-10-13;232
2553;69532;2017-10-27;2017-11-05;2017-12-15;279
2554;67860;2016-10-02;2016-10-22;2018-01-08;146
2555;64686;2016-03-03;2016-03-10;2017-02-12;177
2556;64304;2016-06-17;2016-07-31;2016-08-20;138
2557;66681;2016-05-29;2016-06-07;2016-09-01;176
2558;62622;2014-06-17;2014-07-27;2015-08-23;148
2559;60553;2014-01-25;2014-02-13;2014-02-23;236
2560;69822;2018-05-30;2018-06-04;2018-06-24;168
2561;62526;2013-01-04;2013-01-08;2013-01-28;196
2562;65741;2015-03-25;2015-04-06;2015-05-16;157
2563;67371;2015-06-09;2015-06-14;2015-07-04;183
2564;63180;2016-10-25;2016-11-06;2016-12-06;206
2565;61018;2013-02-25;2013-03-06;2013-04-05;220
2566;66495;2015-02-14;2015-02-18;2017-03-08;208
2567;60689;2014-04-12;2014-04-18;2014-04-28;142
2568;69172;2018-02-12;2018-03-02;2018-03-22;235
2569;67561;2014-06-30;2014-07-07;2014-07-27;249
2570;62961;2017-07-06;2017-07-16;2018-09-03;239
2571;60480;2015-09-15;2015-09-30;2015-11-09;201
2572;60189;2013-05-26;2013-06-15;2013-06-25;210
2573;64388;2015-03-20;2015-05-03;2015-05-13;195
2574;62353;2013-11-26;2013-12-12;2014-01-11;248
2575;60129;2015-03-29;2015-04-15;2015-09-17;170
2576;66187;2017-08-23;2017-09-12;2017-10-22;146
2577;64624;2013-05-12;2013-05-15;2013-06-24;187
2578;67825;2017-12-21;2018-01-27;2018-08-13;196
2579;64188;2018-06-07;2018-06-11;2018-07-21;246
2580;63854;2014-10-13;2014-11-25;2015-01-04;241
2581;61121;2013-02-20;2013-03-03;2013-07-11;266
2582;62608;2015-11-04;2015-12-11;2016-01-05;185
2583;65376;2018-07-29;2018-08-10;2018-08-20;152
2584;63657;2014-05-11;2014-05-22;2014-06-21;289
2585;69220;2017-06-01;2017-06-16;2017-07-26;208
2586;62674;2015-03-26;2015-03-30;2015-05-09;125
2587;68410;2018-07-14;2018-07-19;2018-12-07;193
2588;60634;2018-06-01;2018-06-07;2018-07-07;210
2589;68489;2015-04-16;2015-04-20;2015-05-30;212
2590;66040;2013-09-20;2013-10-08;2013-11-17;188
2591;63668;2014-03-26;2014-04-03;2017-03-04;253
2592;60332;2018-05-09;2018-05-15;2018-06-14;172
2593;63123;2018-01-24;2018-02-11;2018-05-17;206
2594;60914;2015-02-01;2015-02-05;2015-03-17;198
2595;66983;2014-03-08;2014-03-24;2014-07-20;275
2596;62872;2016-07-30;2016-08-10;2016-09-19;239
2597;61017;2016-10-12;2016-10-24;2018-07-11;180
2598;62091;2017-07-14;2017-07-21;2017-08-10;212
2599;69622;2013-09-01;2013-09-20;2013-10-20;210
2600;60331;2014-08-19;2014-09-05;2014-09-15;259
2601;62347;2015-06-25;2015-07-09;2015-08-08;218
2602;60759;2015-01-26;2015-03-07;2017-05-01;197
2603;69547;2014-09-08;2014-09-22;2014-11-01;183
2604;63535;2014-03-06;2014-03-14;2014-03-24;258
2605;67632;2017-11-28;2017-12-10;2018-03-09;180
2606;62107;2018-05-18;2018-05-26;2018-06-05;165
2607;69487;2014-05-26;2014-05-31;2014-07-10;187
2608;63085;2013-02-11;2013-03-31;2014-02-17;234
2609;69417;2015-12-27;2016-01-09;2018-08-08;132
2610;68163;2016-06-24;2016-07-13;2016-07-23;215
2611;63473;2016-01-28;2016-02-06;2016-02-26;226
2612;60598;2016-06-27;2016-07-11;2016-07-31;177
2613;66182;2014-12-01;2014-12-13;2015-01-02;161
2614;60303;2014-12-05;2014-12-13;2014-12-23;219
2615;69157;2014-10-05;2014-10-11;2016-01-15;196
2616;68615;2017-03-15;2017-04-30;2017-05-20;174
2617;62609;2016-04-11;2016-04-14;2016-04-24;237
2618;65031;2014-12-05;2014-12-17;2017-02-20;277
2619;68629;2015-05-29;2015-06-01;2017-11-16;198
2620;67868;2018-08-06;2018-08-13;2018-08-25;160
2621;67498;2017-08-30;2017-09-08;2017-09-28;203
2622;62898;2015-12-19;2016-01-31;2016-02-10;157
2623;66920;2018-03-15;2018-04-29;2018-05-29;210
2624;66221;2016-12-11;2017-01-20;2018-05-15;194
2625;67971;2014-02-21;2014-03-13;2014-03-23;211
2626;60639;2014-09-09;2014-09-29;2017-11-12;192
2627;67851;2015-07-07;2015-07-23;2018-03-19;249
2628;66364;2015-06-22;2015-07-04;2015-08-03;258
2629;63818;2015-02-09;2015-02-23;2016-12-25;179
2630;62896;2014-06-05;2014-06-14;2014-07-24;210
2631;67891;2018-01-11;2018-02-18;2018-03-06;166
2632;66602;2015-12-06;2015-12-26;2016-02-04;151
2633;69650;2013-03-03;2013-03-08;2013-04-07;241
2634;68506;2015-10-10;2015-10-30;2016-05-22;266
2635;61458;2014-08-11;2014-08-29;2014-10-08;216
2636;68808;2016-10-19;2016-10-25;2018-04-22;224
2637;68979;2016-07-30;2016-08-15;2016-09-24;188
2638;67276;2013-04-20;2013-05-09;2017-05-16;199
2639;67307;2016-08-27;2016-08-30;2016-09-29;194
2640;64454;2018-07-11;2018-07-26;2018-08-05;161
2641;62500;2013-06-21;2013-06-28;2014-02-12;214
2642;60111;2013-05-28;2013-06-15;2015-05-28;196
2643;63768;2013-03-26;2013-04-15;2016-10-17;176
2644;64468;2015-02-24;2015-03-02;2018-01-28;199
2645;62270;2014-10-18;2014-11-03;2014-12-13;216
2646;68554;2014-09-05;2014-09-16;2016-01-23;236
2647;63480;2014-10-18;2014-10-22;2014-11-21;197
2648;63621;2017-05-06;2017-05-16;2017-05-26;241
2649;69435;2013-11-23;2013-11-29;2014-05-15;186
2650;63400;2016-04-29;2016-05-04;2017-01-03;203
2651;69991;2017-03-22;2017-04-08;2017-05-08;166
2652;69250;2016-07-13;2016-07-17;2016-08-16;209
2653;64801;2017-03-11;2017-03-16;2018-06-17;168
2654;67648;2017-05-18;2017-06-03;2017-07-03;183
2655;65797;2016-02-05;2016-02-09;2016-03-20;184
2656;68419;2015-12-03;2015-12-09;2016-01-18;220
2657;68151;2018-05-30;2018-06-13;2018-11-02;169
2658;68825;2018-02-03;2018-02-07;2018-04-09;222
2659;64048;2013-03-03;2013-03-06;2016-01-21;261
2660;62775;2016-02-22;2016-03-01;2016-03-21;97
2661;68786;2014-03-31;2014-04-10;2014-04-30;209
2662;61991;2013-11-20;2013-12-27;2018-12-18;225
2663;61032;2014-10-14;2014-10-31;2014-11-20;257
2664;63768;2013-08-24;2013-10-05;2013-11-14;82
2665;61560;2015-06-23;2015-07-08;2018-04-21;237
2666;62293;2018-02-24;2018-03-03;2018-12-08;315
2667;61255;2013-05-25;2013-06-09;2013-07-09;151
2668;66773;2014-04-17;2014-05-26;2014-06-05;145
2669;61866;2017-11-15;2017-12-04;2018-09-16;170
2670;68065;2017-10-14;2017-10-24;2018-05-31;117
2671;68594;2013-07-23;2013-08-12;2016-10-10;161
2672;61244;2014-02-03;2014-02-13;2014-03-05;183
2673;67579;2018-03-24;2018-04-08;2018-06-14;211
2674;68043;2016-06-17;2016-06-21;2016-07-31;181
2675;67754;2018-07-23;2018-08-07;2018-09-06;190
2676;63083;2014-10-21;2014-11-08;2014-11-18;224
2677;63109;2017-03-26;2017-04-10;2017-05-10;250
2678;65717;2013-03-21;2013-04-06;2016-08-17;238
2679;62180;2015-06-03;2015-06-15;2017-08-06;169
2680;68040;2014-04-07;2014-05-15;2017-02-23;220
2681;61508;2016-07-10;2016-07-25;2016-09-03;183
2682;68947;2017-09-28;2017-10-13;2018-06-20;216
2683;63502;2017-12-16;2017-12-26;2018-04-26;174
2684;65842;2013-08-12;2013-09-23;2018-03-18;188
2685;62364;2017-01-29;2017-02-05;2017-03-18;185
2686;65167;2017-10-08;2017-10-12;2018-04-20;235
2687;65027;2017-10-14;2017-10-18;2017-10-28;200
2688;63775;2018-06-25;2018-08-01;2018-10-25;215
2689;60567;2017-03-22;2017-04-05;2018-09-24;176
2690;61323;2017-12-06;2017-12-22;2018-01-11;145
2691;67176;2018-01-26;2018-01-29;2018-02-28;202
2692;69744;2016-09-18;2016-10-05;2016-11-14;151
2693;62028;2017-05-03;2017-05-17;2017-06-16;199
2694;65526;2016-01-04;2016-01-18;2016-02-17;155
2695;67791;2014-04-15;2014-04-19;2015-03-16;161
2696;61831;2013-04-12;2013-04-18;2013-05-28;93
2697;63203;2015-04-01;2015-05-16;2015-06-05;184
2698;63368;2017-03-19;2017-03-31;2017-07-30;153
2699;64180;2013-07-12;2013-07-24;2013-08-23;181
2700;66326;2016-01-09;2016-01-27;2016-02-26;181
2701;61851;2013-10-05;2013-10-17;2014-05-26;218
2702;67156;2016-11-10;2016-11-23;2016-12-23;229
2703;63053;2014-05-30;2014-06-13;2014-07-13;140
2704;60291;2018-10-01;2018-11-07;2018-11-10;216
2705;65704;2014-03-17;2014-03-25;2014-05-16;238
2706;66051;2014-08-14;2014-09-01;2014-10-01;233
2707;61742;2014-03-10;2014-03-24;2017-10-05;241
2708;64337;2017-11-22;2017-11-30;2017-12-30;151
2709;64520;2016-04-16;2016-05-02;2016-06-01;206
2710;62118;2015-01-19;2015-01-24;2015-02-03;168
2711;62086;2015-12-01;2015-12-17;2016-01-06;270
2712;66051;2015-01-19;2015-01-27;2015-02-26;234
2713;62006;2018-07-05;2018-07-22;2018-11-15;293
2714;61190;2013-05-31;2013-06-03;2013-07-03;159
2715;69812;2014-05-28;2014-05-31;2014-06-20;236
2716;60153;2015-03-14;2015-03-30;2018-03-05;205
2717;68781;2018-06-21;2018-06-25;2018-07-15;178
2718;62474;2015-04-24;2015-05-29;2015-06-28;248
2719;67514;2014-04-25;2014-04-28;2017-09-03;169
2720;66621;2018-03-06;2018-03-16;2018-03-26;164
2721;65859;2013-02-25;2013-03-16;2017-07-10;158
2722;60004;2013-11-20;2013-12-10;2014-01-19;216
2723;63442;2018-09-27;2018-10-10;2018-11-19;219
2724;67871;2015-10-11;2015-10-16;2018-03-07;139
2725;60741;2015-11-09;2015-11-26;2015-11-30;175
2726;69231;2013-02-04;2013-03-18;2013-04-27;186
2727;60337;2015-04-22;2015-05-11;2017-10-04;212
2728;68410;2017-12-23;2018-01-09;2018-02-08;252
2729;69454;2016-06-05;2016-06-25;2016-07-05;249
2730;61441;2014-06-04;2014-06-15;2017-09-23;208
2731;62353;2016-11-12;2016-11-28;2016-12-18;208
2732;65708;2018-02-18;2018-03-26;2018-04-05;244
2733;62459;2013-01-24;2013-01-29;2014-09-16;174
2734;64085;2015-03-27;2015-04-05;2015-05-15;167
2735;69517;2013-04-02;2013-04-09;2018-02-26;231
2736;66076;2016-06-07;2016-07-16;2018-07-19;229
2737;67598;2015-04-10;2015-04-30;2015-05-20;204
2738;64089;2017-02-10;2017-02-19;2017-06-22;188
2739;68702;2014-09-29;2014-10-15;2014-11-04;213
2740;66128;2017-03-19;2017-03-29;2017-04-08;227
2741;61887;2016-08-09;2016-08-29;2016-09-18;173
2742;62682;2017-08-18;2017-08-25;2017-09-14;127
2743;67746;2015-01-30;2015-03-09;2018-02-20;184
2744;63648;2017-03-30;2017-04-17;2017-06-16;218
2745;66448;2014-05-13;2014-05-23;2014-06-22;133
2746;67392;2017-08-10;2017-08-13;2017-08-23;231
2747;61185;2018-08-01;2018-08-13;2018-11-22;175
2748;64897;2017-05-23;2017-06-03;2018-12-07;220
2749;67345;2013-09-12;2013-10-21;2013-11-10;181
2750;66692;2014-12-05;2014-12-20;2015-01-29;224
2751;65461;2017-01-13;2017-01-20;2017-03-01;149
2752;61233;2015-09-07;2015-09-18;2015-10-18;155
2753;61697;2017-11-27;2018-01-12;2018-02-11;208
2754;62529;2014-02-21;2014-03-10;2014-03-30;181
2755;65543;2015-05-22;2015-05-31;2015-07-10;120
2756;68946;2018-10-04;2018-11-17;2018-11-27;225
2757;68423;2015-07-10;2015-08-16;2018-10-23;217
2758;66054;2016-04-04;2016-04-14;2016-04-24;210
2759;61727;2014-03-26;2014-04-03;2018-09-09;164
2760;66263;2018-08-11;2018-09-18;2018-10-17;225
2761;67509;2017-11-15;2017-12-24;2018-01-03;217
2762;66444;2018-08-09;2018-09-16;2018-10-26;203
2763;62417;2016-10-30;2016-11-04;2016-12-14;194
2764;69541;2018-03-23;2018-04-01;2018-04-11;187
2765;66589;2017-03-26;2017-03-30;2017-10-21;252
2766;63108;2013-04-27;2013-05-15;2014-06-17;155
2767;62643;2018-07-23;2018-08-08;2018-08-18;250
2768;64341;2017-02-02;2017-02-19;2017-03-21;176
2769;69265;2018-08-21;2018-08-26;2018-09-15;193
2770;61239;2018-02-12;2018-03-30;2018-04-29;225
2771;61954;2015-03-20;2015-04-06;2018-04-30;233
2772;67459;2013-07-22;2013-09-06;2013-09-26;237
2773;63242;2015-07-15;2015-08-23;2018-10-06;191
2774;63000;2014-06-06;2014-06-15;2014-07-15;151
2775;66100;2013-09-12;2013-09-19;2013-10-09;128
2776;68692;2017-10-18;2017-10-30;2017-12-09;267
2777;67419;2015-01-24;2015-02-11;2015-03-23;182
2778;68606;2017-03-31;2017-04-11;2018-09-30;127
2779;67567;2016-11-24;2016-12-14;2017-07-16;241
2780;60940;2017-12-05;2018-01-12;2018-01-16;201
2781;60571;2015-08-07;2015-08-15;2015-08-25;158
2782;64142;2014-12-05;2014-12-18;2015-01-27;160
2783;68616;2016-02-15;2016-02-26;2016-03-27;241
2784;67213;2013-09-04;2013-09-11;2017-12-21;205
2785;60768;2018-05-21;2018-06-28;2018-07-23;238
2786;62759;2015-08-07;2015-08-22;2015-09-11;136
2787;68406;2017-03-07;2017-03-14;2017-04-23;228
2788;62860;2013-10-04;2013-10-22;2016-03-16;155
2789;63937;2015-06-12;2015-06-15;2015-07-15;203
2790;68702;2013-10-19;2013-10-31;2013-11-20;187
2791;65028;2016-09-06;2016-09-10;2017-05-10;206
2792;69224;2015-02-28;2015-03-04;2015-04-13;188
2793;67538;2018-10-03;2018-10-14;2018-11-13;181
2794;62364;2013-02-19;2013-03-02;2013-06-05;154
2795;68320;2017-09-14;2017-10-21;2018-12-18;231
2796;63175;2015-10-01;2015-10-18;2015-11-07;171
2797;67162;2017-02-26;2017-03-16;2017-04-03;287
2798;67859;2013-11-26;2013-12-08;2017-01-28;204
2799;64354;2017-07-05;2017-07-19;2017-08-08;162
2800;67241;2017-06-11;2017-06-15;2017-07-05;253
2801;63860;2017-12-09;2018-01-24;2018-02-03;202
2802;64265;2014-05-29;2014-07-14;2014-08-13;138
2803;66422;2018-01-13;2018-01-18;2018-02-27;260
2804;69224;2018-01-28;2018-02-07;2018-03-09;167
2805;65335;2016-12-15;2017-01-01;2017-01-31;246
2806;60654;2016-11-13;2016-11-20;2016-12-20;210
2807;60137;2018-06-12;2018-06-18;2018-07-08;220
2808;69254;2018-06-18;2018-07-04;2018-07-24;139
2809;68247;2014-12-29;2015-01-11;2018-01-02;158
2810;68437;2013-11-10;2013-11-19;2013-12-09;202
2811;66723;2014-06-17;2014-06-23;2014-08-02;206
2812;64333;2016-05-15;2016-05-23;2017-10-14;176
2813;67836;2018-08-14;2018-09-18;2018-10-08;209
2814;66058;2014-01-21;2014-03-01;2017-12-28;207
2815;62845;2018-03-17;2018-04-05;2018-06-12;228
2816;62475;2016-06-07;2016-06-17;2016-07-07;246
2817;60479;2013-12-24;2014-01-13;2014-02-02;138
2818;65169;2015-07-27;2015-09-02;2017-06-22;200
2819;61513;2017-08-12;2017-08-31;2017-09-10;210
2820;65229;2017-08-24;2017-09-02;2017-10-31;191
2821;66721;2014-07-28;2014-08-17;2014-08-27;163
2822;60146;2017-03-29;2017-04-10;2017-05-20;163
2823;63403;2018-05-02;2018-05-10;2018-07-26;217
2824;69351;2014-11-01;2014-11-04;2014-12-14;258
2825;64286;2014-12-01;2014-12-05;2014-12-15;222
2826;69522;2017-05-27;2017-07-04;2018-09-21;231
2827;66062;2016-07-25;2016-08-01;2017-03-24;200
2828;62778;2013-03-23;2013-03-29;2015-12-18;242
2829;63760;2018-01-27;2018-02-15;2018-05-07;146
2830;67757;2016-12-19;2017-01-04;2017-02-03;171
2831;60923;2013-04-05;2013-04-15;2013-05-25;205
2832;61244;2018-04-13;2018-05-21;2018-10-10;270
2833;61727;2013-11-27;2013-12-07;2015-09-05;148
2834;65241;2013-05-28;2013-06-05;2013-06-15;177
2835;60504;2014-02-16;2014-03-08;2014-03-28;141
2836;64174;2014-06-17;2014-07-28;2017-03-17;212
2837;63181;2014-08-26;2014-09-10;2016-04-28;238
2838;61305;2017-09-22;2017-10-04;2017-10-24;196
2839;62543;2018-03-20;2018-05-03;2018-06-02;196
2840;60495;2013-07-03;2013-07-09;2013-07-29;214
2841;68676;2018-01-15;2018-01-29;2018-02-18;162
2842;65538;2014-04-11;2014-04-16;2014-05-06;197
2843;67962;2014-05-26;2014-05-29;2014-06-08;176
2844;63872;2013-03-26;2013-04-03;2018-09-13;214
2845;65251;2014-07-21;2014-07-26;2014-08-05;245
2846;66388;2015-12-13;2015-12-23;2016-02-01;142
2847;64786;2018-03-29;2018-04-02;2018-04-23;160
2848;66105;2013-01-07;2013-01-27;2013-03-08;231
2849;64593;2015-11-11;2015-12-25;2016-01-04;177
2850;63648;2017-07-18;2017-07-21;2017-11-25;205
2851;61180;2015-01-18;2015-03-02;2016-07-21;216
2852;64677;2016-11-18;2016-11-23;2017-01-02;257
2853;62091;2017-12-21;2018-01-05;2018-10-17;234
2854;68600;2014-08-16;2014-09-30;2014-11-09;147
2855;60603;2013-01-14;2013-02-20;2018-05-18;147
2856;64550;2017-07-02;2017-07-12;2017-07-17;186
2857;69893;2014-03-11;2014-04-13;2014-04-23;206
2858;63915;2018-05-14;2018-05-17;2018-06-06;228
